element_type,osmid,railway,railway:position,geometry,esr:user,express:user,name,name:en,operator,public_transport,train,wikidata,name:ru,tourism,shop,amenity,opening_hours,addr:country,website,barrier,uic_ref,brand,contact:website,owner,crossing:barrier,fuel:diesel,fuel:octane_92,fuel:octane_95,payment:cards,ref,toilets,source,fixme,access,fee,park_ride,parking,supervised,surface,atm,addr:city,addr:housenumber,addr:street,cuisine,int_name,internet_access,contact:email,contact:facebook,contact:instagram,contact:ok,contact:vk,check_date:opening_hours,addr:postcode,contact:phone,diet:vegetarian,drive_through,old_name,old_name:en,outdoor_seating,smoking,takeaway,fuel:lpg,brand:en,brand:ru,brand:wikidata,capacity,bic,brand:wikipedia,contact:twitter,contact:youtube,operator:wikidata,operator:wikipedia,branch,wheelchair,compressed_air,bench,bin,entrance,network,alt_name,office,phone,backrest,check_date,payment:credit_cards,payment:debit_cards,organic,description,artwork_type,service,recycling:scrap_metal,recycling_type,information,email,covered,inscription,contact:telegram,contact:viber,contact:whatsapp,opening_hours:signed,level,self_service,ref:av,abandoned,disused,name:it,man_made,indoor_seating,internet_access:fee,operator:phone,recycling:glass,recycling:paper,recycling:plastic_bottles,license_classes,short_name,payment:cash,payment:mastercard,payment:visa,note,bicycle_parking,healthcare,clothes:fur,clothes:leather,leisure,material,waste,official_name,payment:maestro,delivery,addr:full,dispensing,vending,historic,nodes,building,building:levels,landuse,addr:district,addr:region,natural,water,place,denomination,ref:temples.ru,religion,start_date,residential,area,electrified,gauge,usage,axle_load,frequency,incline,lit,loading_gauge,maxspeed,maxspeed:freight,oneway,passenger_lines,railway:ballastless,railway:integra_signum:ALS,railway:preferred_direction,railway:radio,railway:rail,railway:track_ref,railway:traffic_mode,voltage,bridge,layer,plant:method,plant:output:electricity,plant:output:hot_water,plant:source,power,substation,min_height,cadastre:utilization,source:addr,government,sport,roof:shape,designated_direction,tickets:suburban_train,social_facility,social_facility:for,abandoned:amenity,rooms,stars,height,reservoir_type,content,generator:method,generator:source,generator:type,maxstay,leaf_cycle,leaf_type,generator:output:hot_water,tower:type,emergency,military,disused:shop,name:uk,nohousenumber,education,education_form:parttime,education_level:primary,education_profile:music,education_system:ru_standard,training,education_profile:visual_art,roof:levels,fuel:octane_100,changing_table,toilets:disposal,unisex,name:signed,ruins,building:levels:underground,toilets:access,toilets:fee,building:parts,fire_station:type,building:part,construction,ways,type,health_facility:type,place_of_worship,building:flats,energy_class,h3_cell
way,305411058,,,POINT (38.07658677586725 54.888148396809854),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,5,Банный переулок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100322758, 4204635074, 4204635075, 3100322753, 3100322754, 3100322760, 3100322758]",apartments,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172423ffff
way,305411059,,,POINT (38.073603399999996 54.88923924999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,30,Банный переулок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100322829, 3100322817, 3100322818, 3100322830, 3100322829]",ruins,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172433ffff
way,305411061,,,POINT (38.07689585156719 54.88261273999769),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,19,проспект Победы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100322680, 3100322678, 3100322677, 3100322679, 4213186153, 4213186152, 3100322680]",house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172477ffff
way,305411063,,,POINT (38.07570082651526 54.88169538449119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,3,улица Больничный Городок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100322662, 3100322661, 3100322651, 3100322652, 4213156815, 4213156814, 3100322662]",apartments,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172477ffff
way,305411064,,,POINT (38.07357768592783 54.88696096633002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,49,улица Андропова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100322727, 4201051334, 4201051333, 4201051332, 3100322725, 3100322715, 3100322717, 3100322727]",apartments,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817243bffff
way,305411067,,,POINT (38.07583594342323 54.882173312176505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,4,улица Больничный Городок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100322673, 4213156811, 3100322668, 4213156810, 4213156809, 3100322667, 4213156806, 4213156807, 4213156808, 4213156805, 3100322671, 4213156803, 4213156804, 3100322673]",apartments,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172477ffff
way,305411071,,,POINT (38.0766623484203 54.88859144827655),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,4,Банный переулок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100322790, 4204635069, 4204635068, 3100322763, 3100322764, 3100322791, 3100322790]",apartments,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172423ffff
way,305411073,,,POINT (38.075598191387286 54.88676766146351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,45/13,улица Андропова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100322707, 3100322708, 3100322711, 3100322712, 3100322718, 4201051299, 4201051301, 4201051302, 4201051300, 4201051328, 4201051298, 4201051297, 4201051296, 4201051295, 3100322716, 3100322707]",commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817243bffff
way,305411074,,,POINT (38.077025692783835 54.88940658359981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,31,улица Горького,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sauna,,,,,,,,,,"[3100322838, 3100322836, 4204635081, 3100322834, 3100322820, 3100322819, 3100322832, 4204635082, 3100322831, 3100322837, 4204635058, 4204635062, 4204635063, 4204635060, 4204637395, 4204635061, 4204635059, 4204635064, 4204635065, 3100322838]",yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172423ffff
way,305411075,,,POINT (38.0769019462995 54.884017561714046),,,Детская поликлиника,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,20/23,улица Чайковского,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100322706, 4199480012, 4199480015, 4199480016, 4199480011, 4199480006, 4199480009, 4199480010, 4201051336, 4199480008, 4199480007, 3100322700, 4199480013, 4199480018, 4199480017, 4199480014, 3100322703, 3100322704, 4199480020, 4199480025, 4199480026, 4199480022, 3100322701, 3100322702, 4199480021, 4199480024, 4199480023, 4199480019, 3100322705, 3100322706]",hospital,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172477ffff
way,305885817,,,POINT (38.06770978314714 54.889836664522804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,47 вл1,улица Калинина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784632, 3105784629, 4189221399, 4189221398, 3105784515, 3105784516, 3105784491, 3105784496, 3105784521, 3105784524, 3105784517, 4189221397, 3105784519, 4189221396, 4189221395, 4189221394, 3105784632]",industrial,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181724abffff
way,305885818,,,POINT (38.067275129217784 54.882271628442524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,1,улица Калинина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105783881, 3105783880, 4173042864, 4173042863, 3105783863, 3105783862, 4278224578, 3105783855, 3105783856, 4173042865, 4173042866, 3105783839, 3105783840, 3105783858, 3105783859, 3105783866, 3105783865, 3105783881]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817240bffff
way,305885819,,,POINT (38.06397505690374 54.889210622767806),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,1,переулок Достоевского,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784503, 3105784494, 4185294857, 3105784498, 3105784499, 3105784500, 4185294858, 4185293665, 4185293666, 4185293667, 4185293662, 4185294854, 4185293663, 4185293664, 3105784472, 4185294856, 4185293659, 4185293660, 4185293661, 4185293658, 4185294855, 3105784466, 3105784461, 4185293657, 4185293676, 4185293675, 4185293668, 3105784463, 4185293669, 4185293670, 4185293671, 4185293672, 4185293674, 4185293673, 3105784506, 3105784505, 3105784508, 3105784507, 3105784504, 3105784503]",apartments,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181724bbffff
way,305885820,,,POINT (38.072236446094884 54.8904714425425),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,61,улица Куйбышева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784680, 3105784679, 3105784666, 3105784667, 4239964101, 3105784646, 3105784645, 3105784633, 3105784634, 3105784630, 3105784631, 3105784636, 3105784635, 3105784647, 3105784650, 3105784670, 3105784669, 3105784680]",apartments,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172433ffff
way,305885821,,,POINT (38.07018747236911 54.88020226971284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,5,улица Куйбышева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105783652, 3105783644, 4195408566, 4195408568, 4195409107, 4195408567, 4195408565, 4195408564, 4195408569, 4195409106, 4195408570, 3105783640, 3105783641, 4195409105, 3105783639, 3105783636, 4195409089, 3105783634, 4195409091, 4195409108, 4195409093, 4195409092, 4195409090, 4195409096, 4195409109, 4195409097, 4195409095, 4195409094, 4195409098, 4195409104, 4195409103, 4195409110, 4195409102, 4195409101, 4195409100, 4195409099, 3105783623, 4195409111, 3105783616, 3105783617, 4195408587, 3105783621, 4195409112, 3105783622, 4195408588, 3105783619, 3105783618, 4195408582, 4195408584, 4195408585, 4195408586, 4195408583, 4195408581, 3105783608, 3105783606, 3105783615, 4195408571, 4195408572, 4195408573, 4195408574, 4195408575, 4195408577, 4195408576, 4195408578, 4195408579, 4195408580, 3105783642, 3105783646, 4195408550, 4195408551, 4195408552, 4195408557, 4195408559, 4195408558, 4195408556, 4195408553, 4195408554, 4195408561, 4195408562, 4195408563, 4195408560, 4195408555, 3105783652]",apartments,14-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817240bffff
way,305885822,,,POINT (38.084271933912056 54.90030312049998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,101,улица Пушкина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784839, 3105784838, 3105784840, 3105784841, 3105784851, 3105784850, 3105784849, 3105784847, 4331556325, 4331556326, 3105784855, 4331556328, 4331556327, 3105784853, 3105784844, 3105784845, 3105784843, 3105784842, 4331556330, 3105784832, 3105784835, 3105784836, 3105784837, 4331556321, 4331556322, 3105784829, 4331556323, 4331556324, 3105784830, 3105784839]",apartments,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817251bffff
way,305885823,,,POINT (38.06804305761554 54.87930184645069),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,2,улица Калинина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105783561, 4198555110, 4198555113, 4198555112, 4198555111, 3105783546, 3105783547, 3105783544, 3105783545, 3105783549, 4198555120, 3105783553, 3105783550, 3105783551, 3105783556, 4198555122, 3105783554, 3105783557, 4198555107, 3105783559, 3105783565, 3105783577, 3105783583, 3105783587, 4198555104, 4198555105, 4198555106, 4198555103, 3105783605, 4198555098, 4198555100, 4198555101, 4198555102, 4198555099, 4198555097, 3105783604, 3105783599, 4198555115, 3105783598, 4198555119, 3105783594, 3105783592, 3105783591, 4198555114, 3105783588, 3105783589, 4198555118, 3105783582, 3105783574, 3105783569, 3105783572, 3105783580, 4198555108, 4198555116, 3105783571, 4198555109, 4198555121, 3105783568, 3105783575, 4198555117, 3105783573, 3105783563, 3105783561]",apartments,14-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172447ffff
way,305885826,,,POINT (38.06243972838204 54.89223607625968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,26А,улица Горького,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4239418681, 4239418683, 4239418682, 4239418680, 4239418684, 4239418685, 4239418686, 4239418679, 4239418678, 3105784714, 4239418688, 4239418690, 4239418689, 4239418687, 3105784713, 3105784717, 4239418692, 4239418693, 4289487870, 4239418694, 4239418691, 4239418681]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181724b3ffff
way,305885827,,,POINT (38.071125098239904 54.88611724674828),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,41,улица Куйбышева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784270, 3105784269, 4178819388, 4178819387, 3105784258, 3105784260, 3105784270]",apartments,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172407ffff
way,305885828,,,POINT (38.07044346957359 54.88980926013239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,43,улица Горького,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784528, 3105784527, 4189449907, 4189449910, 3105784511, 4189449933, 3105784512, 4189449906, 4189449892, 4189449893, 3105784528]",college,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172433ffff
way,305885830,,,POINT (38.07073093508166 54.881520682329665),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,13,улица Куйбышева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105783716, 3105783713, 4195408521, 4195408520, 3105783694, 3105783695, 3105783716]",apartments,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172473ffff
way,305885833,,,POINT (38.05079984582076 54.884955787621884),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,55/1,улица Чайковского,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4059875369, 4144260947, 4144260954, 4144260956, 4144260957, 4144260955, 4144260948, 4144260949, 4144260951, 4144260952, 4144260964, 4144260953, 4144260950, 4059875369]",residential,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817249bffff
way,305885834,,,POINT (38.071787523070036 54.8875008842327),,,Стоматологическая поликлиника,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,50/51,улица Андропова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784300, 3112635534, 3112635535, 4190445198, 3105784298, 3105784297, 4190131225, 3105784299, 3105784300]",hospital,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172433ffff
way,305885835,,,POINT (38.064911922878466 54.88923267298651),,,,,,,,,,,,,,,,,,,,,,,,,,ТП,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784490, 3105784489, 3105784481, 3105784483, 3105784490]",service,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181724abffff
way,305885836,,,POINT (38.072200000830506 54.8897184587185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,59,улица Куйбышева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784523, 3105784522, 4190131191, 3105784509, 3105784510, 4189449964, 4189449962, 4189449961, 3105784523]",commercial,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172433ffff
way,305885839,,,POINT (38.067249249999996 54.881345550000006),,,"ТЦ ""Логос""",,,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,1А,улица Калинина,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105783698, 3105783696, 3105783689, 3105783691, 3105783698]",yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817240bffff
way,305885840,,,POINT (38.06834347753026 54.88267081341014),,,,,,,,,,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,14,улица Калинина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105783906, 3105783904, 3105783890, 3105783892, 4195281939, 3105783906]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817240bffff
way,305885843,,,POINT (38.05102913884647 54.884656306717915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,3,Арочный переулок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4144260981, 4144260980, 4144260987, 4144260979, 4144260982, 4144260983, 4144260985, 4144260986, 4144260984, 4144260981]",residential,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817249bffff
way,305885844,,,POINT (38.071320913945044 54.88471263210276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,33,улица Куйбышева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784101, 3105784085, 3105784083, 4178819379, 4178819380, 3105784100, 3105784101]",apartments,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817240fffff
way,305885846,,,POINT (38.06618015504978 54.882620163109365),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105783899, 3105783886, 3105783889, 4173042855, 4173042854, 4173042853, 3105783899]",industrial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172403ffff
way,305885847,,,POINT (38.0699184245532 54.88179147538065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,15,улица Крупской,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105783834, 3105783833, 4195281941, 4195281940, 3105783709, 3105783710, 3105783834]",apartments,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911817240bffff
way,305885850,,,POINT (38.071342371335795 54.888029691367635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3105784318, 4190131219, 3105784315, 4190131218, 3105784302, 3105784303, 3105784318]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118172433ffff
way,305885851,,,POINT (38.06684653543713 54.89080460238888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4239832499, 4239832492, 4239832494, 4239832495, 4239832497, 4239832496, 4239832493, 3105784701, 3105784665, 4239832498, 4239832499]",garages,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181724abffff
